year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2022,34,8/23/2022,8/29/2022,Kerala,Malappuram,Cutaneous Leishmaniasis,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,34,8/22/2022,8/30/2022,Kerala,Thrissur,Acute Meningoencephalitis (Naegleria fowleri),Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,34,8/21/2022,8/23/2022,Kerala,Ernakulam,Food Poisoning,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number","cases: Cases were reported from Village – Malayampattu, district Thiruvannamalai."
2022,34,7/6/2022,,Kerala,Alappuzha,Japanese Encephalitis,Reported Late,13,0,"cases in absolute number, deaths in absolute number","cases: Cases reported from Village Malayampattu, HSC Mullipattu, PHC Malayampattu, Block Thacthur, District Thiruvannamalai."
2022,34,8/25/2022,8/25/2022,Madhya Pradesh,Sagar,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2022,34,8/24/2022,8/25/2022,Madhya Pradesh,Indore,Acute Diarrheal Disease,Reported in Same Week,4,2,"cases in absolute number, deaths in absolute number",
2022,34,8/23/2022,8/28/2022,Madhya Pradesh,Katni,Scrub Typhus,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,34,8/23/2022,8/26/2022,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2022,34,8/22/2022,8/24/2022,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2022,34,8/20/2022,8/26/2022,Madhya Pradesh,Rajgarh,Swine Flu (H1N1),Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,34,8/25/2022,8/26/2022,Maharashtra,Yavatmal,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,34,8/24/2022,8/26/2022,Maharashtra,Nashik,Cholera,Reported in Same Week,10,2,"cases in absolute number, deaths in absolute number",
2022,34,7/18/2022,,Mizoram,Serchhip,Japanese Encephalitis,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,34,8/23/2022,8/24/2022,Odisha,Keonjhar,Acute Diarrheal Disease,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2022,34,8/23/2022,8/24/2022,Odisha,Cuttack,Hepatitis A,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,34,8/22/2022,8/24/2022,Odisha,Cuttack,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,34,8/21/2022,8/22/2022,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2022,34,8/20/2022,8/27/2022,Punjab,Hoshiarpur,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,34,7/16/2022,,Punjab,Gurdaspur,Acute Diarrheal Disease,Reported Late,12,0,"cases in absolute number, deaths in absolute number",
2022,34,8/27/2022,8/28/2022,Uttar Pradesh,Sonbhadra,Diphtheria,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,34,8/24/2022,8/27/2022,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2022,34,8/24/2022,8/24/2022,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,4,2,"cases in absolute number, deaths in absolute number",
2022,34,8/23/2022,8/23/2022,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,34,8/22/2022,8/23/2022,Uttar Pradesh,Chitrakoot,Acute Diarrheal Disease,Reported in Same Week,19,2,"cases in absolute number, deaths in absolute number",
2022,34,7/27/2022,,Uttar Pradesh,Chitrakoot,Acute Diarrheal Disease,Reported Late,43,0,"cases in absolute number, deaths in absolute number",
2022,34,8/22/2022,8/29/2022,Uttarakhand,Nainital,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2022,34,7/29/2022,8/24/2022,Uttarakhand,Dehradun,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2022,34,8/28/2022,8/28/2022,West Bengal,Howrah,Acute Diarrheal Disease,Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2022,33,8/16/2022,8/16/2022,Assam,Bongaigaon,Japanese Encephalitis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,33,8/10/2022,,Assam,Goalpara,Japanese Encephalitis,Reported Late,2,1,"cases in absolute number, deaths in absolute number",
2022,33,8/18/2022,8/18/2022,Haryana,Yamuna Nagar,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,33,8/19/2022,8/19/2022,Karnataka,Bellary,Acute Diarrheal Disease,Reported in Same Week,11,1,"cases in absolute number, deaths in absolute number",
2022,33,8/18/2022,8/19/2022,Karnataka,Bagalkote,Acute Diarrheal Disease,Reported in Same Week,111,0,"cases in absolute number, deaths in absolute number",
2022,33,8/17/2022,8/17/2022,Karnataka,Raichur,Food Poisoning,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2022,33,8/13/2022,8/14/2022,Karnataka,Vijayanagar,Acute Diarrheal Disease,Reported in Same Week,79,1,"cases in absolute number, deaths in absolute number",
2022,33,8/19/2022,8/19/2022,Odisha,Dhenkanal,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,33,8/14/2022,8/17/2022,Odisha,Kalahandi,Cholera,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2022,33,7/29/2022,8/18/2022,Sikkim,West,Dengue,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,33,8/16/2022,8/18/2022,Tamil Nadu,Dindigul,Dengue,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,33,8/12/2022,8/15/2022,Tamil Nadu,Tiruchirappalli,Chickenpox,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2022,33,8/16/2022,8/18/2022,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,33,8/13/2022,8/18/2022,Uttar Pradesh,Pratapgarh,Food Poisoning,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2022,32,9/8/2022,10/8/2022,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,32,4/1/2022,,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2022,32,7/29/2022,,Jammu and Kashmir,Baramulla,Chickenpox,Reported Late,70,0,"cases in absolute number, deaths in absolute number",
2022,32,7/8/2022,10/8/2022,Jharkhand,Lohardaga,Food Poisoning,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2022,32,8/10/2022,8/16/2022,Kerala,Kollam,Food Poisoning,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,32,6/8/2022,8/8/2022,Kerala,Kasaragod,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2022,32,4/8/2022,8/8/2022,Maharashtra,Chandrapur,Acute Diarrheal Disease,Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2022,32,1/8/2022,8/8/2022,Maharashtra,Chandrapur,Acute Diarrheal Disease,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2022,32,6/8/2022,9/8/2022,Punjab,Patiala,Acute Diarrheal Disease,Reported in Same Week,110,2,"cases in absolute number, deaths in absolute number",
2022,32,5/8/2022,9/8/2022,Punjab,Ludhiana,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2022,32,8/8/2022,8/14/2022,Uttarakhand,Pauri Garhwal,Dengue,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,32,10/8/2022,10/8/2022,West Bengal,Hooghly,Food Poisoning,Reported in Same Week,119,0,"cases in absolute number, deaths in absolute number",
2022,32,7/10/2022,,West Bengal,Uttar Dinajpur,Measles,Reported Late,38,0,"cases in absolute number, deaths in absolute number",
2022,31,7/30/2022,8/1/2022,Chhattisgarh,Jangir,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,31,7/25/2022,8/4/2022,Karnataka,Hassan,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,31,5/8/2022,5/8/2022,Karnataka,Bellary,Cholera,Reported in Same Week,147,0,"cases in absolute number, deaths in absolute number",
2022,31,3/8/2022,4/8/2022,Karnataka,Dharwad,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2022,31,2/8/2022,3/8/2022,Karnataka,Mysuru,Pyrexia of Unknown andigin (PUO),Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,31,7/26/2022,,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported Late,17,0,"cases in absolute number, deaths in absolute number",
2022,31,1/8/2022,1/8/2022,Maharashtra,Akola,Malaria and Dengue,Reported in Same Week,4,0,"cases in absolute number, deaths in absolute number",
2022,31,2/8/2022,3/8/2022,Mizoram,Aizawl West,Measles,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,31,7/31/2022,8/1/2022,Odisha,Nabarangpur,Food Poisoning,Reported in Same Week,122,0,"cases in absolute number, deaths in absolute number",
2022,31,7/31/2022,8/1/2022,Odisha,Nabarangpur,Cholera,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,31,7/30/2022,7/31/2022,Odisha,Nabarangpur,Food Poisoning,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2022,31,7/29/2022,8/4/2022,Punjab,S.A.S Nagar,Acute Diarrheal Disease,Reported in Same Week,121,0,"cases in absolute number, deaths in absolute number",
2022,31,7/19/2022,,Punjab,S.A.S Nagar,Hand Foot and Mouth Disease,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2022,31,8/2/2022,,Telangana,Medak,Acute Diarrheal Disease,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2022,31,1/8/2022,2/8/2022,Telangana,Medak,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,30,7/29/2022,7/29/2022,Chhattisgarh,Baloda Bazar,Food Poisoning,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2022,30,7/26/2022,7/28/2022,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,30,7/26/2022,7/27/2022,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2022,30,7/25/2022,7/25/2022,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2022,30,7/24/2022,7/26/2022,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,30,7/22/2022,7/26/2022,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2022,30,7/20/2022,,Chhattisgarh,Mahasamund,Malaria,Reported Late,9,1,"cases in absolute number, deaths in absolute number",
2022,30,7/7/2022,,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported Late,19,0,"cases in absolute number, deaths in absolute number",
2022,30,7/23/2022,7/25/2022,Jharkhand,East Singhbhum,Chickenpox,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,30,7/20/2022,,Jharkhand,Jamtara,Chickenpox,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2022,30,7/29/2022,7/30/2022,Karnataka,Mysuru,Pyrexia of Unknown andigin (PUO),Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2022,30,7/29/2022,7/29/2022,Karnataka,Chitradurga,Acute Diarrheal Disease,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2022,30,7/23/2022,7/25/2022,Karnataka,Bellary,Acute Diarrheal Disease,Reported in Same Week,44,1,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,7/29/2022,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2022,30,7/27/2022,7/28/2022,Madhya Pradesh,Damoh,Acute Diarrheal Disease,Reported in Same Week,56,0,"cases in absolute number, deaths in absolute number",
2022,30,7/26/2022,7/28/2022,Maharashtra,Washim,Cholera,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,7/28/2022,Mizoram,Serchhip,Food Poisoning,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2022,30,7/31/2022,8/1/2022,Odisha,Balasore,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,7/31/2022,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,30,7/27/2022,7/27/2022,Odisha,Cuttack,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,30,7/25/2022,7/26/2022,Odisha,Nuapada,Cholera,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2022,30,7/23/2022,7/26/2022,Odisha,Subarnapur,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,30,7/22/2022,7/26/2022,Odisha,Subarnapur,Acute Diarrheal Disease,Reported in Same Week,51,1,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,8/2/2022,Tamil Nadu,Nagapatinam,Food Poisoning,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,7/28/2022,Uttar Pradesh,Kaushambi,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,30,7/28/2022,7/28/2022,Uttar Pradesh,Fatehpur,Dengue,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2022,29,7/19/2022,7/19/2022,Bihar,Pashchim Champaran,Food Poisoning,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2022,29,7/16/2022,7/20/2022,Chhattisgarh,Jangir,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,29,7/21/2022,7/21/2022,Karnataka,Chitradurga,Food Poisoning,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2022,29,7/19/2022,7/21/2022,Karnataka,Gadag,Chikungunya,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,29,7/19/2022,7/20/2022,Karnataka,Chamarajanagara,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,29,7/18/2022,7/19/2022,Karnataka,Uttar Kannad,Food Poisoning,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,29,7/16/2022,7/18/2022,Karnataka,Kalaburagi,Acute Diarrheal Disease,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2022,29,6/28/2022,,Kerala,Palakkad,Chickenpox,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,29,7/20/2022,7/20/2022,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,29,7/19/2022,7/19/2022,Madhya Pradesh,Sagar,Fever with Rash,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,29,7/18/2022,7/18/2022,Madhya Pradesh,Sagar,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2022,29,7/3/2022,,Madhya Pradesh,Umaria,Acute Diarrheal Disease,Reported Late,7,1,"cases in absolute number, deaths in absolute number",
2022,29,7/20/2022,7/22/2022,Odisha,Bargarh,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2022,29,7/16/2022,7/20/2022,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,29,7/15/2022,7/21/2022,Odisha,Nabarangpur,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,29,7/18/2022,7/18/2022,Punjab,Mansa,Food Poisoning,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,29,8/25/2022,,Telangana,Nirmal,Food Poisoning,Reported Late,106,0,"cases in absolute number, deaths in absolute number",
2022,28,6/25/2022,,Jammu and Kashmir,Baramulla,Chickenpox,Reported Late,22,0,"cases in absolute number, deaths in absolute number",
2022,28,12/7/2022,12/7/2022,Jharkhand,Latehar,Fever with Rash,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,28,11/7/2022,12/7/2022,Karnataka,Hassan,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,28,7/11/2022,7/13/2022,Karnataka,Kalaburagi,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,28,7/7/2022,7/13/2022,Karnataka,Uttar Kannad,Leishmaniasis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,28,7/14/2022,7/14/2022,Kerala,Malappuram,Monkey Pox,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,28,7/14/2022,7/14/2022,Kerala,Kannur,Monkey Pox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,28,7/14/2022,7/14/2022,Kerala,Kollam,Monkey Pox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,28,7/14/2022,7/14/2022,Kerala,Thrissur,Monkey Pox,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,28,10/7/2022,11/7/2022,Madhya Pradesh,Sagar,Acute Diarrheal Disease,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2022,28,7/12/2022,7/14/2022,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,28,7/11/2022,7/16/2022,Maharashtra,Chandrapur,Malaria,Reported in Same Week,4,0,"cases in absolute number, deaths in absolute number",
2022,28,6/28/2022,,Maharashtra,Pune,Dengue and Chikungunya,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2022,28,7/15/2022,7/18/2022,Odisha,Bargarh,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,28,5/2/2022,,Odisha,Angul,Acute Diarrheal Disease,Reported Late,85,0,"cases in absolute number, deaths in absolute number",
2022,28,7/16/2022,7/18/2022,Tamil Nadu,Virudhunagar,Dengue and Scrub Typhus,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2022,28,7/15/2022,7/16/2022,Telangana,Nirmal,Food Poisoning,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,28,7/15/2022,7/15/2022,Uttar Pradesh,Pratapgarh,Food Poisoning,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2022,28,7/9/2022,7/14/2022,Uttar Pradesh,Mathura,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2022,28,7/15/2022,7/17/2022,Uttarakhand,Udham Singh Nagar,Acute Diarrheal Disease,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2022,27,7/7/2022,10/7/2022,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2022,27,7/7/2022,7/13/2022,Haryana,Kaithal,Hepatitis A,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,27,6/7/2022,7/7/2022,Haryana,Nuh,Measles,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,27,7/7/2022,7/7/2022,Jharkhand,West Singhbhum,Fever with Rash,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,27,6/28/2022,,Jharkhand,Simdega,Malaria,Reported Late,148,1,"cases in absolute number, deaths in absolute number",
2022,27,6/7/2022,7/7/2022,Karnataka,Bidar,Chikungunya,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2022,27,3/7/2022,5/7/2022,Karnataka,Chitradurga,Japanese Encephalitis,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,27,3/7/2022,4/7/2022,Karnataka,Vijayapura,Acute Diarrheal Disease,Reported in Same Week,54,0,"cases in absolute number, deaths in absolute number",
2022,27,3/7/2022,4/7/2022,Karnataka,Raichur,Acute Diarrheal Disease,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2022,27,7/1/2022,,Kerala,Thrissur,Shigellosis,Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2022,27,6/27/2022,,Kerala,Ernakulam,Dengue,Reported Late,85,0,"cases in absolute number, deaths in absolute number",
2022,27,6/16/2022,,Kerala,Kollam,Dengue,Reported Late,42,0,"cases in absolute number, deaths in absolute number",
2022,27,7/1/2022,,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported Late,19,0,"cases in absolute number, deaths in absolute number",
2022,27,4/7/2022,5/7/2022,Maharashtra,Chandrapur,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2022,27,6/22/2022,,Mizoram,Aizawl,Acute Diarrheal Disease,Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2022,27,6/1/2022,,Mizoram,Aizawl,Visceral Leishmaniasis,Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2022,27,5/7/2022,6/7/2022,Odisha,Sundargarh,Food Poisoning,Reported in Same Week,108,0,"cases in absolute number, deaths in absolute number",
2022,27,4/7/2022,11/7/2022,Odisha,Subarnapur,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2022,27,1/28/2022,,Odisha,Jharsuguda,Acute Diarrheal Disease,Reported Late,21,1,"cases in absolute number, deaths in absolute number",
2022,27,7/28/2022,8/4/2022,Punjab,Fatehgarh Sahib,Dengue,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2022,27,6/25/2022,,Tamil Nadu,Thiruvarur,Food Poisoning,Reported Late,12,0,"cases in absolute number, deaths in absolute number",
2022,27,7/7/2022,9/7/2022,Telangana,Jogulamba Gadwal,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2022,27,7/7/2022,7/9/2022,Telangana,Jogulamba Gadwal,Acute Diarrheal Disease,Reported in Same Week,65,0,"cases in absolute number, deaths in absolute number",
2022,27,6/27/2022,,Telangana,Hyderabad,Acute Diarrheal Disease,Reported Late,65,0,"cases in absolute number, deaths in absolute number",
2022,27,2/7/2022,7/7/2022,Uttar Pradesh,Rae Bareli,Chickenpox,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,27,4/7/2022,10/7/2022,Uttarakhand,Rudraprayag,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,26,1/7/2022,2/7/2022,Arunachal Pradesh,Kra Daadi,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,26,6/27/2022,6/29/2022,Chhattisgarh,Kabirdham,Mushroom Poisoning,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2022,26,5/23/2022,,Haryana,Nuh,Measles,Reported Late,18,0,"cases in absolute number, deaths in absolute number",
2022,26,6/24/2022,6/29/2022,Jharkhand,Giridih,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,26,6/26/2022,6/28/2022,Karnataka,Kalaburagi,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2022,26,6/24/2022,6/29/2022,Karnataka,Mandya,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,26,1/7/2022,2/7/2022,Karnataka,Bagalkote,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,26,5/3/2022,,Kerala,Palakkad,Hepatitis A,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,26,6/30/2022,6/30/2022,Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,26,6/27/2022,7/1/2022,Madhya Pradesh,Seoni,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2022,26,6/27/2022,6/28/2022,Madhya Pradesh,Bhopal,Chickenpox,Reported in Same Week,3,0,"cases in absolute number, deaths in absolute number",
2022,26,6/23/2022,,Madhya Pradesh,Dhaar,Malaria,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,26,6/15/2022,,Maharashtra,Sindhudurg,Dengue,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2022,26,6/6/2022,,Maharashtra,Chandrapur,Malaria,Reported Late,2,0,"cases in absolute number, deaths in absolute number",
2022,26,2/7/2022,3/7/2022,Nagaland,Kiphire,Acute Diarrheal Disease,Reported in Same Week,76,0,"cases in absolute number, deaths in absolute number",
2022,26,6/28/2022,6/29/2022,Odisha,Bargarh,Food Poisoning,Reported in Same Week,95,0,"cases in absolute number, deaths in absolute number",
2022,26,6/28/2022,6/28/2022,Tamil Nadu,Villupuram,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2022,26,6/26/2022,6/27/2022,Telangana,Siddipet,Food Poisoning,Reported in Same Week,132,0,"cases in absolute number, deaths in absolute number",
2022,26,6/29/2022,,Uttar Pradesh,Lucknow,Food Poisoning,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2022,26,5/17/2022,,Uttar Pradesh,Ghazipur,Acute Diarrheal Disease,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2022,26,5/14/2022,,Uttar Pradesh,Ghazipur,Chickenpox,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,26,5/12/2022,,Uttar Pradesh,Ghazipur,Chickenpox,Reported Late,15,0,"cases in absolute number, deaths in absolute number",
2022,26,4/13/2022,,Uttar Pradesh,Ghazipur,Chickenpox,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2022,25,6/14/2022,,Assam,Nagaon,Leishmaniasis,Reported Late,4,0,"cases in absolute number, deaths in absolute number",
2022,25,6/14/2022,,Assam,Nagaon,Japanese Encephalitis,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,25,6/14/2022,,Assam,Nagaon,Leishmaniasis,Reported Late,2,1,"cases in absolute number, deaths in absolute number",
2022,25,6/25/2022,6/25/2022,Chhattisgarh,Balod,Food Poisoning,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,25,6/16/2022,6/21/2022,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2022,25,6/22/2022,6/22/2022,Himachal Pradesh,Mandi,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2022,25,6/23/2022,6/24/2022,Karnataka,Bengaluru Rural,Dengue,Reported in Same Week,14,1,"cases in absolute number, deaths in absolute number",
